server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_usage : 74%, batch_size : 4, current_iteration: 180
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 702
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 707
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 72%, batch_size : 4, current_iteration: 182
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 705
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 68%, batch_size : 4, current_iteration: 181
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 705
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 71%, batch_size : 4, current_iteration: 181
################# start ###################
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 72%, batch_size : 4, current_iteration: 183
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 702
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 71%, batch_size : 4, current_iteration: 183
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 698
teration: 186
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 711
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 73%, batch_size : 4, current_iteration: 181
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 698
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 73%, batch_size : 4, current_iteration: 186
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 706
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 80%, batch_size : 4, current_iteration: 187
################# start ###################
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 73%, batch_size : 4, current_iteration: 185
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 702
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 705
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 74%, batch_size : 4, current_iteration: 183
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 689
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 72%, batch_size : 4, current_iteration: 188
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 698
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 74%, batch_size : 4, current_iteration: 185
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 697
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 74%, batch_size : 4, current_iteration: 183
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 709
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 72%, batch_size : 4, current_iteration: 183
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 698
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 72%, batch_size : 4, current_iteration: 181
################# start ###################
server : gpu02, job : vae, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 1645608960MiB, gpu_util : 3%, batch_size : 128, current_iteration: 708
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 71%, batch_size : 4, current_iteration: 185
################# start ###################
################# start ###################
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 76%, batch_size : 4, current_iteration: 203
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 76%, batch_size : 4, current_iteration: 183
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 70%, batch_size : 4, current_iteration: 178
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 46%, batch_size : 4, current_iteration: 184
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 46%, batch_size : 4, current_iteration: 185
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 46%, batch_size : 4, current_iteration: 189
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 53%, batch_size : 5, current_iteration: 184
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 46%, batch_size : 4, current_iteration: 188
################# start ###################
################# start ###################
################# start ###################
################# start ###################
################# start ###################
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 73%, batch_size : 4, current_iteration: 184
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 59%, batch_size : 4, current_iteration: 196
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4177592320MiB, gpu_util : 74%, batch_size : 5, current_iteration: 166
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 69%, batch_size : 5, current_iteration: 195
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4274061312MiB, gpu_util : 80%, batch_size : 6, current_iteration: 155
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4466278400MiB, gpu_util : 56%, batch_size : 6, current_iteration: 189
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4068540416MiB, gpu_util : 80%, batch_size : 7, current_iteration: 137
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4260757504MiB, gpu_util : 62%, batch_size : 7, current_iteration: 182
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4175495168MiB, gpu_util : 78%, batch_size : 8, current_iteration: 129
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4367712256MiB, gpu_util : 63%, batch_size : 8, current_iteration: 170
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4703977472MiB, gpu_util : 89%, batch_size : 9, current_iteration: 119
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4896194560MiB, gpu_util : 65%, batch_size : 9, current_iteration: 164
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4517330944MiB, gpu_util : 87%, batch_size : 10, current_iteration: 111
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4709548032MiB, gpu_util : 70%, batch_size : 10, current_iteration: 154
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4339073024MiB, gpu_util : 86%, batch_size : 11, current_iteration: 103
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4531290112MiB, gpu_util : 71%, batch_size : 11, current_iteration: 148
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4559273984MiB, gpu_util : 86%, batch_size : 12, current_iteration: 95
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4751491072MiB, gpu_util : 70%, batch_size : 12, current_iteration: 141
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4636868608MiB, gpu_util : 85%, batch_size : 13, current_iteration: 90
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4829085696MiB, gpu_util : 68%, batch_size : 13, current_iteration: 130
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4733337600MiB, gpu_util : 92%, batch_size : 14, current_iteration: 84
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4908777472MiB, gpu_util : 67%, batch_size : 14, current_iteration: 122
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4840292352MiB, gpu_util : 84%, batch_size : 15, current_iteration: 79
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5030412288MiB, gpu_util : 64%, batch_size : 15, current_iteration: 124
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4995481600MiB, gpu_util : 85%, batch_size : 16, current_iteration: 75
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5208670208MiB, gpu_util : 81%, batch_size : 16, current_iteration: 118
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5115019264MiB, gpu_util : 86%, batch_size : 17, current_iteration: 71
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5324013568MiB, gpu_util : 72%, batch_size : 17, current_iteration: 109
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5238751232MiB, gpu_util : 92%, batch_size : 18, current_iteration: 67
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5451939840MiB, gpu_util : 81%, batch_size : 18, current_iteration: 104
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5396037632MiB, gpu_util : 84%, batch_size : 19, current_iteration: 64
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5609226240MiB, gpu_util : 79%, batch_size : 19, current_iteration: 98
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5677056000MiB, gpu_util : 92%, batch_size : 20, current_iteration: 61
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5898633216MiB, gpu_util : 78%, batch_size : 20, current_iteration: 95
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5836439552MiB, gpu_util : 88%, batch_size : 21, current_iteration: 58
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6076891136MiB, gpu_util : 77%, batch_size : 21, current_iteration: 92
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5983240192MiB, gpu_util : 88%, batch_size : 22, current_iteration: 57
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6206914560MiB, gpu_util : 78%, batch_size : 22, current_iteration: 88
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6096486400MiB, gpu_util : 82%, batch_size : 23, current_iteration: 55
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6315966464MiB, gpu_util : 76%, batch_size : 23, current_iteration: 88
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6211829760MiB, gpu_util : 90%, batch_size : 24, current_iteration: 54
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6445989888MiB, gpu_util : 76%, batch_size : 24, current_iteration: 86
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6322978816MiB, gpu_util : 90%, batch_size : 25, current_iteration: 52
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6536167424MiB, gpu_util : 80%, batch_size : 25, current_iteration: 84
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6448807936MiB, gpu_util : 90%, batch_size : 26, current_iteration: 49
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6727008256MiB, gpu_util : 79%, batch_size : 26, current_iteration: 82
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6557859840MiB, gpu_util : 89%, batch_size : 27, current_iteration: 48
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6850740224MiB, gpu_util : 86%, batch_size : 27, current_iteration: 77
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6729826304MiB, gpu_util : 88%, batch_size : 28, current_iteration: 46
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7114981376MiB, gpu_util : 81%, batch_size : 28, current_iteration: 75
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6855655424MiB, gpu_util : 94%, batch_size : 29, current_iteration: 45
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7255490560MiB, gpu_util : 81%, batch_size : 29, current_iteration: 74
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6985678848MiB, gpu_util : 88%, batch_size : 30, current_iteration: 44
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7400194048MiB, gpu_util : 88%, batch_size : 30, current_iteration: 71
################# start ###################
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_util : 72%, batch_size : 4, current_iteration: 181
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 61%, batch_size : 4, current_iteration: 197
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4177592320MiB, gpu_util : 78%, batch_size : 5, current_iteration: 166
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 54%, batch_size : 5, current_iteration: 194
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4274061312MiB, gpu_util : 80%, batch_size : 6, current_iteration: 154
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4466278400MiB, gpu_util : 55%, batch_size : 6, current_iteration: 193
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4068540416MiB, gpu_util : 80%, batch_size : 7, current_iteration: 140
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4260757504MiB, gpu_util : 60%, batch_size : 7, current_iteration: 179
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4175495168MiB, gpu_util : 81%, batch_size : 8, current_iteration: 128
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4367712256MiB, gpu_util : 71%, batch_size : 8, current_iteration: 170
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4703977472MiB, gpu_util : 88%, batch_size : 9, current_iteration: 119
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4896194560MiB, gpu_util : 71%, batch_size : 9, current_iteration: 166
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4517330944MiB, gpu_util : 81%, batch_size : 10, current_iteration: 111
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4709548032MiB, gpu_util : 70%, batch_size : 10, current_iteration: 155
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4339073024MiB, gpu_util : 82%, batch_size : 11, current_iteration: 103
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4531290112MiB, gpu_util : 70%, batch_size : 11, current_iteration: 147
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4559273984MiB, gpu_util : 56%, batch_size : 12, current_iteration: 94
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4751491072MiB, gpu_util : 70%, batch_size : 12, current_iteration: 141
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4636868608MiB, gpu_util : 85%, batch_size : 13, current_iteration: 90
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4829085696MiB, gpu_util : 71%, batch_size : 13, current_iteration: 130
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4733337600MiB, gpu_util : 86%, batch_size : 14, current_iteration: 84
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4908777472MiB, gpu_util : 70%, batch_size : 14, current_iteration: 123
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4840292352MiB, gpu_util : 83%, batch_size : 15, current_iteration: 79
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5030412288MiB, gpu_util : 82%, batch_size : 15, current_iteration: 121
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4995481600MiB, gpu_util : 87%, batch_size : 16, current_iteration: 76
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5208670208MiB, gpu_util : 73%, batch_size : 16, current_iteration: 118
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5115019264MiB, gpu_util : 87%, batch_size : 17, current_iteration: 69
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5324013568MiB, gpu_util : 75%, batch_size : 17, current_iteration: 109
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5238751232MiB, gpu_util : 92%, batch_size : 18, current_iteration: 66
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5451939840MiB, gpu_util : 73%, batch_size : 18, current_iteration: 101
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5396037632MiB, gpu_util : 85%, batch_size : 19, current_iteration: 64
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5609226240MiB, gpu_util : 79%, batch_size : 19, current_iteration: 98
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5677056000MiB, gpu_util : 92%, batch_size : 20, current_iteration: 61
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5898633216MiB, gpu_util : 78%, batch_size : 20, current_iteration: 95
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5836439552MiB, gpu_util : 91%, batch_size : 21, current_iteration: 59
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6076891136MiB, gpu_util : 80%, batch_size : 21, current_iteration: 92
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5983240192MiB, gpu_util : 89%, batch_size : 22, current_iteration: 56
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6206914560MiB, gpu_util : 77%, batch_size : 22, current_iteration: 90
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6096486400MiB, gpu_util : 91%, batch_size : 23, current_iteration: 55
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6315966464MiB, gpu_util : 84%, batch_size : 23, current_iteration: 87
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6211829760MiB, gpu_util : 90%, batch_size : 24, current_iteration: 54
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6445989888MiB, gpu_util : 75%, batch_size : 24, current_iteration: 86
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6322978816MiB, gpu_util : 90%, batch_size : 25, current_iteration: 52
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6536167424MiB, gpu_util : 78%, batch_size : 25, current_iteration: 85
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6448807936MiB, gpu_util : 90%, batch_size : 26, current_iteration: 50
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6727008256MiB, gpu_util : 79%, batch_size : 26, current_iteration: 82
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6557859840MiB, gpu_util : 89%, batch_size : 27, current_iteration: 48
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6850740224MiB, gpu_util : 81%, batch_size : 27, current_iteration: 78
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6729826304MiB, gpu_util : 91%, batch_size : 28, current_iteration: 46
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7114981376MiB, gpu_util : 78%, batch_size : 28, current_iteration: 75
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6855655424MiB, gpu_util : 90%, batch_size : 29, current_iteration: 45
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7255490560MiB, gpu_util : 78%, batch_size : 29, current_iteration: 74
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6985678848MiB, gpu_util : 88%, batch_size : 30, current_iteration: 44
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7400194048MiB, gpu_util : 88%, batch_size : 30, current_iteration: 71
################# start ###################
################# start ###################
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 57%, batch_size : 4, current_iteration: 135
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 66%, batch_size : 5, current_iteration: 197
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4466278400MiB, gpu_util : 55%, batch_size : 6, current_iteration: 187
################# start ###################
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 48%, batch_size : 4, current_iteration: 194
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 69%, batch_size : 5, current_iteration: 201
################# start ###################
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 46%, batch_size : 4, current_iteration: 201
################# start ###################
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 55%, batch_size : 4, current_iteration: 208
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 1525678080MiB, gpu_util : 0%, batch_size : 4, current_iteration: 1
################# start ###################
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 48%, batch_size : 4, current_iteration: 197
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 1764753408MiB, gpu_util : 0%, batch_size : 4, current_iteration: 1
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 65%, batch_size : 5, current_iteration: 198
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4178575360MiB, gpu_util : 73%, batch_size : 5, current_iteration: 128
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4466278400MiB, gpu_util : 55%, batch_size : 6, current_iteration: 185
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4275044352MiB, gpu_util : 82%, batch_size : 6, current_iteration: 154
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4069523456MiB, gpu_util : 80%, batch_size : 7, current_iteration: 140
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4260757504MiB, gpu_util : 65%, batch_size : 7, current_iteration: 178
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4176478208MiB, gpu_util : 85%, batch_size : 8, current_iteration: 128
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4367712256MiB, gpu_util : 64%, batch_size : 8, current_iteration: 175
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4704960512MiB, gpu_util : 89%, batch_size : 9, current_iteration: 119
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4896194560MiB, gpu_util : 69%, batch_size : 9, current_iteration: 164
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4518313984MiB, gpu_util : 87%, batch_size : 10, current_iteration: 111
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4709548032MiB, gpu_util : 67%, batch_size : 10, current_iteration: 157
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4340056064MiB, gpu_util : 87%, batch_size : 11, current_iteration: 103
